Score Crédito,Estado,Gênero,Idade,Tempo como cliente (meses),Saldo,Número de produtos,Possui Cartao de Crédito,Assina mensalidade,Renda Mensal Presumida (R$),Churn_2_meses
529,São Paulo,Masculino,28,9,0.0,2,1,1,2189.385,0
670,São Paulo,Masculino,36,7,0.0,2,0,0,2482.145833333333,0
666,Minas Gerais,Feminino,21,1,121827.43,2,1,1,4159.09625,0
628,Rio de Janeiro,Masculino,42,7,0.0,2,0,1,7206.994583333332,0
577,São Paulo,Masculino,60,10,125389.7,2,1,1,7442.36375,0
652,Rio de Janeiro,Feminino,38,1,103895.31,1,0,1,6652.06,0
678,São Paulo,Masculino,26,5,111128.04,1,1,0,2539.219583333333,1
692,Rio de Janeiro,Feminino,49,9,0.0,2,1,0,7430.942916666668,0
675,Rio de Janeiro,Masculino,32,10,0.0,2,1,0,7981.0687499999985,0
712,Rio de Janeiro,Masculino,52,9,0.0,1,1,1,4915.727083333333,1
639,Minas Gerais,Feminino,37,5,151242.48,1,0,1,2068.235416666667,0
618,São Paulo,Masculino,48,7,0.0,1,1,0,580.0758333333333,1
554,São Paulo,Masculino,39,2,129709.62,1,1,0,7216.546666666666,0
533,São Paulo,Masculino,47,9,83347.25,1,1,1,5737.34375,0
540,Rio de Janeiro,Feminino,28,6,84121.04,1,0,1,3362.439166666666,0
704,Rio de Janeiro,Masculino,33,3,0.0,2,1,0,3042.4475,0
678,São Paulo,Masculino,43,5,102338.19,1,1,1,3318.734166666666,0
712,São Paulo,Feminino,29,3,87375.78,2,0,0,6924.772083333332,0
651,São Paulo,Masculino,44,2,0.0,3,1,0,4272.097916666667,1
789,Minas Gerais,Masculino,51,3,104677.09,1,1,0,3094.390833333333,0
775,Minas Gerais,Masculino,32,8,121669.23,1,0,1,5245.76625,0
564,Minas Gerais,Masculino,40,7,108407.34,1,1,1,3486.7166666666667,0
841,Minas Gerais,Feminino,33,7,154969.79,2,1,1,4146.072916666667,0
850,Rio de Janeiro,Masculino,39,0,141829.67,1,1,1,3864.506666666666,0
637,São Paulo,Feminino,63,5,0.0,1,1,0,1170.5320833333333,1
500,São Paulo,Masculino,45,2,109162.82,1,1,1,5256.045,0
655,São Paulo,Masculino,44,8,87471.63,1,0,1,7858.0825,0
666,São Paulo,Feminino,33,2,147229.65,1,1,1,2350.42375,0
658,São Paulo,Feminino,24,2,0.0,2,1,1,3528.9370833333337,0
749,Minas Gerais,Masculino,66,6,182532.23,2,1,1,8142.913333333334,0
654,São Paulo,Masculino,32,6,0.0,2,1,1,5745.77375,0
623,São Paulo,Feminino,39,1,160903.2,1,0,0,3282.265,0
761,São Paulo,Feminino,33,6,138053.79,2,1,0,6199.142083333332,0
627,São Paulo,Masculino,44,6,153548.12,1,0,0,1470.8366666666668,1
757,Minas Gerais,Masculino,31,8,149085.9,2,1,1,8211.556666666665,0
695,Minas Gerais,Feminino,53,8,95231.91,1,0,0,2922.5333333333333,1
726,São Paulo,Masculino,34,3,0.0,2,1,0,8178.685833333332,0
587,Rio de Janeiro,Masculino,41,8,85109.21,1,1,0,64.90916666666666,0
605,Minas Gerais,Feminino,43,8,125338.8,2,1,0,998.7554166666667,0
850,Rio de Janeiro,Masculino,62,5,0.0,2,1,1,7510.148333333333,0
850,São Paulo,Feminino,38,0,106831.69,1,0,1,6207.405,0
751,São Paulo,Masculino,29,3,159597.45,1,1,0,1663.93375,0
627,Minas Gerais,Feminino,37,7,147361.57,1,1,1,5542.998333333332,0
736,São Paulo,Masculino,43,4,176134.54,1,1,1,2202.37,0
652,São Paulo,Feminino,74,5,0.0,2,1,1,39.047916666666666,0
627,São Paulo,Feminino,35,7,0.0,2,0,1,8042.6016666666665,0
636,São Paulo,Masculino,34,1,84055.43,1,0,0,1562.118333333333,0
775,São Paulo,Masculino,60,7,0.0,2,1,1,4648.279166666666,0
850,Rio de Janeiro,Feminino,45,5,174088.3,4,1,0,236.22125000000003,1
850,Rio de Janeiro,Masculino,34,8,199229.14,1,0,0,2837.762083333333,0
516,São Paulo,Masculino,37,8,0.0,1,1,0,4243.1075,0
513,Rio de Janeiro,Feminino,42,10,0.0,2,0,1,3047.96875,0
673,Minas Gerais,Feminino,69,3,78833.15,2,1,1,1549.8395833333334,0
564,São Paulo,Feminino,27,6,0.0,1,0,0,325.8233333333333,0
636,São Paulo,Feminino,35,2,0.0,2,1,1,963.7275,0
712,São Paulo,Masculino,29,3,102540.61,1,1,1,7903.36625,0
568,São Paulo,Masculino,51,4,0.0,3,1,1,2774.44,0
741,Rio de Janeiro,Masculino,43,0,0.0,2,1,1,121.69291666666668,1
754,Minas Gerais,Feminino,39,8,129401.87,1,1,1,3653.53875,0
709,São Paulo,Feminino,32,7,0.0,2,1,1,8309.084166666666,0
510,São Paulo,Feminino,32,1,0.0,2,0,1,1188.1320833333332,0
716,Rio de Janeiro,Masculino,33,2,0.0,2,1,1,3871.5220833333333,0
607,Minas Gerais,Masculino,36,10,106702.94,2,0,0,8263.070416666667,0
656,Rio de Janeiro,Masculino,26,4,139584.57,1,1,0,1512.8720833333334,0
550,Minas Gerais,Masculino,52,5,121016.23,1,1,1,1738.7654166666669,1
486,São Paulo,Masculino,26,2,0.0,2,1,1,1308.3083333333334,0
598,Minas Gerais,Masculino,59,8,118210.42,2,0,0,2508.005833333333,1
675,Rio de Janeiro,Masculino,35,8,0.0,2,1,0,1210.9270833333333,0
755,São Paulo,Feminino,29,4,148654.84,2,1,1,1200.2120833333333,0
656,Rio de Janeiro,Masculino,32,5,136963.12,1,1,0,5575.595,0
644,Minas Gerais,Masculino,47,9,137774.11,2,1,0,6329.2825,0
598,São Paulo,Feminino,32,4,111156.52,1,1,1,6974.010833333334,0
850,Rio de Janeiro,Feminino,31,3,121237.65,1,1,1,1292.6066666666668,0
679,São Paulo,Masculino,36,1,97234.58,1,1,0,7874.878333333332,0
632,São Paulo,Masculino,60,2,0.0,2,0,1,86.88833333333334,0
550,Rio de Janeiro,Masculino,45,0,0.0,2,0,1,2933.3212500000004,0
572,Minas Gerais,Feminino,54,9,97382.53,1,1,1,8157.164583333334,0
626,Minas Gerais,Feminino,47,2,103108.8,1,0,1,6936.4766666666665,1
625,Rio de Janeiro,Feminino,57,7,0.0,1,0,0,3504.42375,1
515,São Paulo,Feminino,58,2,131852.81,1,1,0,3393.195,1
612,Rio de Janeiro,Masculino,35,1,0.0,1,1,1,3469.0108333333333,1
628,Rio de Janeiro,Feminino,39,8,107553.33,1,1,0,4896.80875,0
529,Rio de Janeiro,Feminino,43,5,0.0,2,0,0,3311.526250000001,0
668,Minas Gerais,Feminino,46,7,161806.09,1,1,1,7210.5079166666665,0
526,São Paulo,Masculino,30,9,0.0,2,0,0,4208.153333333333,0
791,São Paulo,Feminino,52,7,0.0,1,1,1,5115.9375,0
573,São Paulo,Masculino,27,2,128243.03,1,1,1,484.63916666666665,0
565,São Paulo,Feminino,38,5,126645.13,1,1,1,7012.647916666666,0
604,São Paulo,Feminino,47,8,62094.71,3,0,0,387.8375,1
656,São Paulo,Masculino,37,7,112291.34,1,1,0,6381.582083333334,0
447,São Paulo,Feminino,44,5,89188.83,1,1,1,3142.01,0
682,São Paulo,Masculino,55,9,0.0,1,1,0,6389.866666666666,1
437,Rio de Janeiro,Masculino,28,2,109161.25,1,1,0,6374.475833333334,0
792,Rio de Janeiro,Masculino,47,0,0.0,1,1,1,231.57833333333332,1
627,Rio de Janeiro,Feminino,25,4,0.0,1,1,1,8096.41375,0
767,São Paulo,Feminino,34,8,0.0,2,1,0,3948.657083333334,0
686,São Paulo,Masculino,26,7,0.0,2,1,0,64.20375,0
789,São Paulo,Feminino,53,1,158271.74,1,1,1,209.84958333333336,1
794,São Paulo,Masculino,56,9,96951.21,1,1,1,2990.6983333333333,0
587,Minas Gerais,Masculino,35,5,121863.61,1,1,1,978.40375,1
589,Minas Gerais,Feminino,19,9,83495.11,1,1,1,5959.2629166666675,1
543,Minas Gerais,Feminino,25,1,146566.01,1,0,1,6725.311666666667,0
589,Rio de Janeiro,Feminino,45,1,0.0,1,0,0,5247.4675,1
701,Minas Gerais,Masculino,23,5,186101.18,2,1,1,3192.13875,0
850,São Paulo,Masculino,40,6,0.0,1,1,0,5707.711666666666,1
726,Minas Gerais,Feminino,51,8,107494.86,2,1,0,5872.412916666667,1
767,Rio de Janeiro,Masculino,47,2,0.0,1,1,0,2006.7158333333332,1
648,Rio de Janeiro,Masculino,36,8,146943.38,2,1,1,5418.39375,0
651,Rio de Janeiro,Feminino,36,8,0.0,2,1,0,3818.85125,0
633,São Paulo,Feminino,36,6,125130.28,1,0,0,5248.395,0
740,São Paulo,Feminino,37,9,0.0,2,1,1,3051.054583333333,0
592,São Paulo,Feminino,34,9,0.0,2,1,1,852.5083333333333,0
670,São Paulo,Feminino,41,10,0.0,3,1,0,3400.084166666667,0
628,São Paulo,Masculino,36,3,0.0,2,1,1,364.28791666666666,0
745,São Paulo,Masculino,47,5,0.0,2,0,0,6074.57125,0
705,São Paulo,Masculino,32,3,0.0,2,0,0,5399.04125,0
559,São Paulo,Feminino,42,7,0.0,2,1,1,7918.345416666668,0
595,São Paulo,Masculino,29,6,150685.79,1,1,0,3657.1275,0
492,São Paulo,Masculino,35,4,141359.37,2,1,0,1646.647083333333,0
498,São Paulo,Feminino,29,9,0.0,1,1,0,7918.159583333332,0
655,São Paulo,Feminino,39,6,94631.26,2,1,1,6206.188333333333,0
636,São Paulo,Feminino,39,3,118336.14,1,1,0,7695.4904166666665,0
634,São Paulo,Feminino,45,2,0.0,1,1,1,5977.4295833333335,0
793,Rio de Janeiro,Masculino,63,0,0.0,2,0,1,1131.9479166666667,0
526,Minas Gerais,Masculino,50,5,124233.24,1,0,1,6644.03625,1
768,São Paulo,Feminino,26,5,51116.26,1,1,1,2935.61625,1
540,Minas Gerais,Masculino,64,1,91869.69,1,0,1,3975.875,0
732,São Paulo,Feminino,34,8,122338.43,2,1,0,7832.7437500000015,0
617,São Paulo,Feminino,30,8,0.0,1,1,1,3859.245833333333,0
637,Rio de Janeiro,Feminino,54,5,0.0,1,0,1,6284.874166666667,0
573,São Paulo,Masculino,26,8,86270.93,2,1,1,3757.3875,0
531,São Paulo,Masculino,44,3,0.0,2,1,1,1434.0329166666668,0
489,São Paulo,Feminino,38,5,117289.92,1,0,0,3551.328333333333,0
601,São Paulo,Masculino,35,2,0.0,2,1,1,4957.6325,0
452,Minas Gerais,Masculino,33,7,153663.27,1,1,0,4661.17625,0
728,Rio de Janeiro,Feminino,29,1,0.0,1,1,1,3460.6758333333332,0
590,Minas Gerais,Feminino,27,8,123599.49,2,1,0,69.87166666666667,0
490,São Paulo,Masculino,29,4,0.0,2,1,0,1337.0654166666666,0
596,Rio de Janeiro,Feminino,76,9,134208.25,1,1,1,560.6429166666667,0
635,São Paulo,Masculino,29,1,0.0,1,0,1,1036.0641666666668,0
782,Minas Gerais,Masculino,35,7,98556.89,2,1,0,4901.848333333333,0
790,Rio de Janeiro,Feminino,37,3,0.0,3,0,0,4120.721666666667,0
587,São Paulo,Masculino,40,2,0.0,4,0,1,4423.945833333333,1
794,Rio de Janeiro,Feminino,46,8,134593.79,1,1,1,1932.7654166666669,0
515,São Paulo,Masculino,41,8,0.0,2,1,1,7710.589166666668,0
746,Rio de Janeiro,Masculino,24,10,68781.82,1,0,1,1999.89125,0
667,Minas Gerais,Feminino,56,8,137464.04,1,1,0,5451.949583333333,1
709,São Paulo,Masculino,32,4,147307.91,1,0,1,1702.5645833333335,0
536,São Paulo,Feminino,35,8,0.0,1,1,0,7160.009999999998,1
711,São Paulo,Feminino,41,3,145754.91,1,1,1,4227.294583333333,0
753,São Paulo,Masculino,46,8,0.0,3,1,0,3781.164166666667,1
748,São Paulo,Masculino,44,4,112610.77,1,0,1,85.35625,0
623,São Paulo,Feminino,57,7,71481.79,2,1,1,3517.5558333333333,0
465,São Paulo,Masculino,33,5,0.0,2,0,1,3279.0870833333333,0
640,Rio de Janeiro,Feminino,34,3,77826.8,1,1,1,7022.702083333334,0
562,São Paulo,Masculino,75,5,87140.85,1,1,1,1639.6516666666666,0
502,Minas Gerais,Feminino,42,0,132002.7,1,0,1,1175.2075,1
536,São Paulo,Masculino,32,7,178011.5,2,1,0,932.2975,0
670,Minas Gerais,Feminino,32,4,102954.68,2,0,1,5622.602083333334,0
775,Minas Gerais,Masculino,51,2,123783.25,1,1,1,5620.89875,0
759,Minas Gerais,Masculino,30,4,101802.67,1,0,0,362.2416666666666,0
604,São Paulo,Masculino,33,3,148659.48,1,0,0,1768.239583333333,0
766,Minas Gerais,Feminino,62,7,142724.48,1,0,1,245.55125,1
554,Rio de Janeiro,Feminino,41,4,112152.89,1,0,1,1510.0912500000004,0
487,São Paulo,Feminino,53,10,89550.85,1,0,1,3753.2020833333336,0
725,São Paulo,Masculino,35,7,75915.75,1,1,0,6271.142916666668,0
732,Minas Gerais,Feminino,42,2,118889.66,2,0,0,3642.589583333333,0
623,São Paulo,Masculino,40,5,118788.57,1,1,0,8036.141666666666,0
781,São Paulo,Feminino,42,3,156555.54,1,1,1,7319.750416666668,0
714,Minas Gerais,Masculino,53,1,99141.86,1,1,1,3020.6687500000007,1
577,Minas Gerais,Feminino,31,4,61211.18,1,1,1,6052.10125,0
731,Rio de Janeiro,Feminino,37,1,128932.4,1,1,1,7529.688333333333,0
650,Rio de Janeiro,Feminino,23,5,0.0,1,1,1,7525.934583333333,0
779,São Paulo,Masculino,32,10,80728.15,1,1,0,3596.114583333333,0
706,Rio de Janeiro,Feminino,46,2,127660.46,2,1,0,6256.534166666667,1
733,Rio de Janeiro,Masculino,44,3,106070.89,1,0,1,4234.059583333333,0
579,Minas Gerais,Feminino,42,3,137560.38,2,1,1,3559.3475,0
476,Minas Gerais,Feminino,34,8,111905.43,1,0,1,8217.575416666668,1
775,São Paulo,Masculino,40,9,126212.64,1,1,0,2924.857083333334,0
538,Rio de Janeiro,Masculino,68,9,0.0,2,1,0,4601.6875,1
602,São Paulo,Masculino,38,7,111835.94,2,1,0,5182.900416666666,0
615,São Paulo,Masculino,30,8,0.0,2,0,0,132.63125,0
700,Minas Gerais,Feminino,28,3,99705.69,2,0,0,6113.488333333334,0
615,São Paulo,Masculino,32,1,0.0,2,0,0,89.13541666666669,0
544,Minas Gerais,Masculino,44,2,108895.93,1,0,0,2884.508333333333,1
573,Rio de Janeiro,Masculino,56,3,154669.77,1,0,1,4810.9279166666665,1
555,Rio de Janeiro,Masculino,50,7,128061.0,2,1,1,2598.9625,0
692,São Paulo,Feminino,31,2,0.0,2,1,0,3826.2154166666655,1
476,São Paulo,Feminino,40,4,0.0,2,0,0,7606.126666666668,0
770,Rio de Janeiro,Masculino,46,9,190678.02,1,1,1,613.5566666666667,0
641,São Paulo,Feminino,40,7,0.0,1,1,0,5291.527916666667,0
705,São Paulo,Feminino,35,5,0.0,1,1,0,5582.962916666666,1
784,São Paulo,Masculino,38,5,136712.91,1,0,1,7080.038333333334,0
727,Rio de Janeiro,Feminino,52,1,154733.97,1,1,0,3344.1529166666664,1
576,São Paulo,Feminino,41,4,112609.91,1,0,0,7959.799166666668,1
646,Rio de Janeiro,Masculino,69,10,115462.44,1,1,0,1684.2445833333334,0
638,São Paulo,Masculino,34,5,133501.36,1,0,1,6485.126666666668,0
632,Minas Gerais,Masculino,30,1,58668.02,1,1,1,3277.938333333333,0
850,Rio de Janeiro,Masculino,44,7,89118.26,1,1,0,4343.3654166666665,1
492,São Paulo,Feminino,28,9,0.0,2,1,0,3998.2120833333333,0
673,Minas Gerais,Feminino,77,10,76510.52,2,0,1,2483.1525,0
609,Rio de Janeiro,Masculino,34,7,140694.78,2,1,0,1927.77625,0
701,Minas Gerais,Masculino,36,7,95448.32,2,1,0,7878.544583333332,0
651,São Paulo,Masculino,34,4,91562.99,1,1,1,5164.7562499999985,0
508,São Paulo,Masculino,31,8,72541.48,1,1,0,5408.461666666667,0
616,Rio de Janeiro,Feminino,43,3,120867.18,1,1,0,781.7466666666666,1
489,São Paulo,Masculino,34,5,0.0,1,0,0,1814.19125,0
567,Rio de Janeiro,Feminino,45,1,157320.51,1,1,0,2591.413333333333,0
714,Rio de Janeiro,Masculino,27,3,0.0,3,1,1,5380.420416666667,0
678,Minas Gerais,Feminino,30,1,139676.95,2,0,1,672.75,0
581,São Paulo,Feminino,55,6,0.0,1,1,1,935.08875,0
748,Rio de Janeiro,Masculino,60,3,0.0,2,1,1,3258.09875,0
781,São Paulo,Feminino,19,3,0.0,2,1,1,5179.055,0
691,Rio de Janeiro,Masculino,21,3,103000.94,1,1,1,4360.3575,0
507,Minas Gerais,Masculino,31,2,134237.07,1,1,1,6934.319166666667,1
724,Minas Gerais,Masculino,34,6,118235.7,2,0,0,6547.3845833333335,0
705,Rio de Janeiro,Feminino,57,3,0.0,2,1,1,1422.2558333333334,0
708,Rio de Janeiro,Feminino,64,5,0.0,3,0,1,4688.33625,1
580,Minas Gerais,Masculino,38,9,115442.19,2,1,0,5353.395833333333,1
850,São Paulo,Masculino,38,5,0.0,2,1,0,687.1516666666666,0
714,Rio de Janeiro,Masculino,25,2,0.0,1,1,1,5540.809583333333,0
559,São Paulo,Feminino,43,1,0.0,2,1,1,8193.577916666667,0
577,Rio de Janeiro,Feminino,44,8,115557.0,1,0,1,5312.781666666667,0
647,Minas Gerais,Feminino,35,3,166518.63,2,1,0,6163.769166666666,0
554,Rio de Janeiro,Masculino,30,6,135370.12,1,1,1,7487.04375,1
549,Minas Gerais,Masculino,54,5,92877.33,1,1,0,109.15166666666666,1
528,São Paulo,Feminino,26,10,102073.67,2,0,0,6949.997083333333,0
720,Minas Gerais,Masculino,46,3,97042.6,1,1,1,5563.187916666668,1
743,Rio de Janeiro,Masculino,41,7,0.0,1,1,0,6822.337083333333,1
615,Minas Gerais,Masculino,24,8,108528.07,2,0,0,7478.68375,1
635,Minas Gerais,Feminino,44,2,79064.85,2,0,1,4720.489583333333,0
686,Rio de Janeiro,Masculino,45,3,74274.87,3,1,0,2704.478333333333,1
840,Rio de Janeiro,Feminino,36,6,0.0,2,1,0,5890.1779166666665,0
695,São Paulo,Masculino,43,1,100421.1,1,1,1,4214.22,0
564,São Paulo,Masculino,26,7,84006.88,2,0,0,7645.457916666666,0
805,São Paulo,Feminino,31,4,0.0,2,1,0,199.92166666666665,0
558,Rio de Janeiro,Masculino,45,4,0.0,1,1,0,5491.9641666666685,0
657,São Paulo,Feminino,39,4,80293.81,1,1,0,4049.6983333333333,0
641,São Paulo,Feminino,42,7,125437.14,2,0,0,6838.690833333332,0
755,São Paulo,Masculino,36,8,0.0,2,1,0,7367.077916666666,0
483,São Paulo,Masculino,48,1,0.0,2,1,1,4585.8075,0
545,Minas Gerais,Feminino,44,2,127536.44,1,1,0,4516.609583333334,0
678,São Paulo,Masculino,66,8,0.0,2,1,1,1963.209583333333,0
781,Minas Gerais,Feminino,48,9,82794.18,1,1,0,5196.695,1
571,Rio de Janeiro,Feminino,22,3,108117.1,1,0,1,2222.0291666666667,0
634,Rio de Janeiro,Feminino,35,10,0.0,1,1,0,3443.1004166666667,0
523,Minas Gerais,Masculino,27,8,61688.61,2,1,0,6127.465,0
501,São Paulo,Feminino,40,2,0.0,2,0,0,5914.455000000001,0
662,São Paulo,Masculino,74,6,0.0,2,1,0,5149.327083333334,0
573,Rio de Janeiro,Masculino,50,0,159304.07,1,0,1,6496.468333333332,1
648,Minas Gerais,Masculino,33,5,138664.24,1,1,0,1211.51125,0
662,São Paulo,Feminino,22,2,126362.57,2,1,1,4057.616666666667,0
725,São Paulo,Masculino,39,4,160652.45,2,1,0,2401.8145833333333,0
563,São Paulo,Feminino,35,2,183572.84,1,1,1,2750.28125,1
628,São Paulo,Masculino,31,0,88421.81,1,0,0,3014.6029166666667,0
546,Rio de Janeiro,Feminino,45,2,0.0,1,0,0,8241.242916666666,1
688,Minas Gerais,Masculino,41,2,112871.19,2,0,1,2730.0308333333332,0
850,Minas Gerais,Masculino,41,8,60880.68,1,1,0,1326.0766666666666,0
614,São Paulo,Feminino,34,5,0.0,2,1,0,7731.745416666668,0
719,São Paulo,Feminino,37,9,101455.7,1,1,0,1075.1495833333333,1
757,São Paulo,Feminino,71,0,88084.13,2,1,1,6430.727916666668,0
669,São Paulo,Masculino,29,7,0.0,2,1,1,5756.0675,0
438,Minas Gerais,Masculino,59,7,127197.14,1,1,0,2148.5825,1
492,São Paulo,Masculino,39,7,0.0,2,0,1,2971.80125,0
622,São Paulo,Feminino,39,9,83456.79,2,0,0,1620.0975,0
645,São Paulo,Masculino,42,4,98298.18,1,1,1,28.169166666666666,0
728,São Paulo,Masculino,37,0,0.0,2,1,1,3008.491666666667,0
651,São Paulo,Masculino,35,2,86911.8,1,1,0,7253.926666666666,0
783,Minas Gerais,Feminino,42,2,139707.28,1,1,0,89.59249999999999,0
732,Rio de Janeiro,Feminino,67,1,0.0,2,1,1,7407.626666666668,0
553,Rio de Janeiro,Feminino,39,1,142876.98,2,1,0,1848.4758333333327,0
660,São Paulo,Masculino,30,7,146301.31,1,0,0,4035.3295833333336,0
670,São Paulo,Feminino,40,3,47364.45,1,1,1,6190.809583333333,1
718,São Paulo,Masculino,38,7,0.0,2,1,0,1596.180833333333,0
787,São Paulo,Masculino,51,0,58137.08,1,0,1,5939.09625,0
775,Minas Gerais,Feminino,38,6,179886.41,2,0,0,6380.107499999999,0
479,Minas Gerais,Masculino,24,6,107637.97,2,0,1,7062.742916666666,0
660,São Paulo,Feminino,20,6,167685.56,1,1,0,2413.745833333333,0
721,Minas Gerais,Masculino,68,4,136525.99,1,0,0,7308.2975000000015,0
659,Minas Gerais,Masculino,39,8,52106.33,2,1,1,4498.515,0
743,São Paulo,Feminino,39,8,0.0,1,1,0,3927.643333333333,0
670,São Paulo,Feminino,45,9,104930.38,1,1,0,6496.7420833333335,1
766,Minas Gerais,Feminino,34,6,106434.94,1,0,1,5749.819166666667,1
845,Rio de Janeiro,Feminino,38,2,112803.92,1,1,0,7484.6604166666675,0
710,Minas Gerais,Feminino,46,10,120530.34,1,1,0,6941.124583333332,1
602,Minas Gerais,Feminino,43,2,113641.49,4,1,0,4796.514583333334,1
604,Rio de Janeiro,Masculino,43,2,145081.72,1,1,1,995.0675,0
564,Rio de Janeiro,Feminino,35,9,0.0,2,1,1,4409.890833333334,0
637,Minas Gerais,Feminino,27,7,135842.89,1,1,1,4225.752083333334,0
527,São Paulo,Feminino,31,1,112203.25,1,1,0,7594.417083333334,0
687,São Paulo,Masculino,34,7,129895.19,1,0,1,1195.7570833333332,0
756,Minas Gerais,Masculino,41,6,149049.92,1,0,1,2100.931666666667,1
503,Minas Gerais,Masculino,42,9,153279.39,1,1,1,6305.706666666666,0
657,Rio de Janeiro,Masculino,42,5,41473.33,1,1,0,4707.483333333334,1
666,São Paulo,Feminino,40,2,0.0,2,0,0,1515.469583333333,0
615,Minas Gerais,Masculino,39,5,113193.51,2,1,1,2173.59375,0
712,Minas Gerais,Masculino,27,8,113174.21,2,1,0,6135.899166666666,0
764,São Paulo,Feminino,24,0,0.0,2,1,0,3696.85375,0
471,São Paulo,Masculino,42,3,164951.56,1,1,0,7938.82375,0
608,Rio de Janeiro,Masculino,27,4,153325.1,1,1,1,8331.38875,0
682,Rio de Janeiro,Feminino,47,10,134032.01,1,1,0,6012.12375,0
587,Minas Gerais,Feminino,32,3,125445.04,2,1,1,5438.115833333333,0
714,Minas Gerais,Feminino,35,6,126077.43,2,1,1,2248.093333333333,0
630,Rio de Janeiro,Feminino,31,1,0.0,2,1,1,7075.11375,0
648,Minas Gerais,Feminino,28,8,90371.09,1,1,1,6118.8220833333335,0
785,São Paulo,Feminino,40,3,0.0,2,1,1,4034.700833333334,0
601,Minas Gerais,Feminino,47,1,142802.02,1,1,1,2398.0425,0
717,São Paulo,Feminino,28,1,90537.16,1,0,1,3116.7079166666667,0
707,São Paulo,Feminino,44,6,0.0,2,1,1,8022.590416666668,0
771,São Paulo,Feminino,23,7,156123.73,1,1,0,3041.275833333333,0
602,São Paulo,Feminino,35,5,0.0,2,1,0,1293.7508333333333,0
626,São Paulo,Masculino,38,7,141074.59,1,1,0,2199.815,1
588,Rio de Janeiro,Masculino,59,4,0.0,2,1,1,1143.1420833333334,0
616,Minas Gerais,Feminino,42,6,117899.95,2,0,0,6261.1170833333335,0
621,Rio de Janeiro,Masculino,33,4,0.0,2,1,1,1679.1345833333335,0
674,São Paulo,Masculino,26,6,166257.96,1,1,1,6223.725416666667,0
633,Rio de Janeiro,Feminino,46,3,0.0,2,1,0,5010.440833333333,0
698,Minas Gerais,Feminino,64,1,169362.43,1,1,0,3531.6800000000007,1
508,São Paulo,Masculino,26,7,205962.0,1,1,0,6517.6833333333325,0
736,São Paulo,Feminino,24,0,0.0,2,1,0,4556.48875,1
672,Minas Gerais,Masculino,68,0,126061.51,2,1,1,7705.69875,0
613,São Paulo,Feminino,21,7,105627.95,1,1,1,1523.3545833333335,0
712,São Paulo,Masculino,32,9,100606.02,1,1,0,6903.8775,0
624,São Paulo,Feminino,38,3,0.0,2,1,1,6819.452083333334,0
676,São Paulo,Masculino,38,1,0.0,2,0,1,1485.199583333333,0
683,Minas Gerais,Feminino,32,0,138171.1,2,1,1,7841.815833333332,0
489,São Paulo,Feminino,31,7,139395.08,1,0,1,255.035,0
739,São Paulo,Masculino,29,1,0.0,2,1,1,6853.5325,0
701,São Paulo,Feminino,37,3,0.0,2,1,1,6844.511666666666,0
666,Minas Gerais,Feminino,50,7,109062.28,1,1,1,5839.0041666666675,1
565,Minas Gerais,Feminino,40,1,89994.71,2,0,1,5045.1779166666665,0
666,São Paulo,Masculino,36,3,0.0,2,1,0,1464.855833333333,0
633,São Paulo,Masculino,59,2,103996.74,1,1,1,4298.29625,0
578,São Paulo,Masculino,34,4,175111.11,1,1,1,3119.0958333333333,0
812,Rio de Janeiro,Feminino,49,8,66079.45,2,0,0,3814.857083333334,1
809,Minas Gerais,Masculino,33,8,148055.74,1,0,0,8300.133749999999,0
615,São Paulo,Masculino,36,6,0.0,1,1,1,1125.4916666666666,1
684,Rio de Janeiro,Feminino,31,8,0.0,2,1,0,7859.877083333333,0
544,São Paulo,Masculino,40,8,0.0,2,1,0,2565.883333333333,0
713,Minas Gerais,Masculino,47,1,95994.98,1,1,0,8230.384583333334,0
633,São Paulo,Masculino,37,2,0.0,2,1,0,7594.090416666668,0
672,Minas Gerais,Feminino,23,10,110741.56,1,1,0,3365.770833333333,0
661,São Paulo,Masculino,35,5,0.0,1,1,0,6474.7716666666665,0
749,Rio de Janeiro,Feminino,28,3,0.0,1,1,0,142.02916666666667,0
635,Rio de Janeiro,Feminino,32,8,0.0,2,1,1,806.9991666666666,1
850,Minas Gerais,Feminino,70,1,96947.58,3,1,0,2595.1245833333332,1
641,São Paulo,Masculino,41,6,0.0,2,1,0,2724.86625,0
633,Minas Gerais,Masculino,30,2,109786.82,2,1,1,5821.3670833333335,0
413,Rio de Janeiro,Masculino,35,2,0.0,2,1,1,2540.535,0
538,São Paulo,Masculino,31,1,0.0,2,1,0,57.31083333333334,0
437,São Paulo,Feminino,39,0,102721.49,1,0,0,924.6591666666667,0
612,Rio de Janeiro,Masculino,33,5,69478.57,1,1,0,373.9029166666666,1
516,Minas Gerais,Feminino,53,1,156674.2,1,1,0,4937.5975,1
826,Rio de Janeiro,Feminino,56,8,174506.1,2,0,1,6741.784166666667,1
660,Minas Gerais,Feminino,23,6,166070.48,2,0,0,3770.6133333333332,0
646,Minas Gerais,Feminino,29,4,105957.44,1,1,0,644.62125,0
767,São Paulo,Masculino,36,3,0.0,1,0,0,2714.469583333333,0
640,São Paulo,Masculino,40,8,110340.68,1,1,1,6578.608333333334,0
778,São Paulo,Masculino,33,1,0.0,2,1,0,3559.98875,0
